id,x,y,weight,source_blob,cluster_before,cluster_after,is_new_cluster
D0420,4.879001882602899,5.346075561380922,3.0,4,2,4,True
D0421,10.049533186943968,10.088316580489774,5.0,3,1,3,True
D0422,9.673333469738663,8.881512272160919,8.0,3,1,3,True
D0423,-1.2349001620176654,10.522595906624982,1.0,2,2,2,False
D0424,-0.2213600720685707,9.523128880275069,9.0,2,2,2,False
D0425,0.0068045013785228,0.6359458023325021,9.0,0,0,0,False
D0426,5.144291154421119,4.475156050687226,8.0,4,1,4,True
D0427,5.98103436451916,6.263348402385306,7.0,4,1,4,True
D0428,0.3956453242582827,0.7789308090752721,8.0,0,0,0,False
D0429,10.993567997451049,10.904079453123613,8.0,3,1,3,True
D0430,0.4912793416900989,0.4786776376599063,10.0,0,0,0,False
D0431,10.415728458677204,9.122129860362366,5.0,3,1,3,True
D0432,5.560578525487669,3.915348823098757,5.0,4,1,4,True
D0433,-0.635679564100044,1.04285205424647,7.0,0,0,0,False
D0434,0.672176130155358,11.18991863174869,2.0,2,2,2,False
D0435,-0.2173395069498338,-0.921799073021414,9.0,0,0,0,False
D0436,-0.1923497576562742,10.08162503779246,8.0,2,2,2,False
D0437,5.063190973072008,5.906944383005362,7.0,4,2,4,True
D0438,-0.2890163400027564,0.2816275774423394,4.0,0,0,0,False
D0439,9.209098280452316,0.3602538224350504,4.0,1,1,1,False
D0440,5.002486840148509,4.400149329372386,5.0,4,1,4,True
D0441,9.811336510260118,-0.1473405972121773,7.0,1,1,1,False
D0442,-0.2161241034696769,1.4170729938141469,8.0,0,0,0,False
D0443,-0.0787568018463037,9.80488311185813,7.0,2,2,2,False
D0444,-1.6779607660881135,9.28463411841642,10.0,2,2,2,False
D0445,9.789541260434918,9.451317859058683,10.0,3,1,3,True
D0446,11.105366074702236,-0.1319502203169749,8.0,1,1,1,False
D0447,6.030755399454602,5.049363707240294,4.0,4,1,4,True
D0448,0.0297822691372613,9.92896284183,6.0,2,2,2,False
D0449,10.003037001297168,1.3750360024398876,5.0,1,1,1,False
D0450,3.1443114185990253,3.398763404449057,7.0,4,0,4,True
D0451,4.565463335155109,5.011622305550056,9.0,4,0,4,True
D0452,0.55208353981121,10.37846975842198,4.0,2,2,2,False
D0453,-0.3073967303044562,0.8152349545934099,6.0,0,0,0,False
D0454,0.8241563225221848,10.147246265017252,1.0,2,2,2,False
D0455,0.7701260579894731,10.218116210745704,8.0,2,2,2,False
D0456,-0.4491864214263069,0.5582534712000038,5.0,0,0,0,False
D0457,10.088490498062942,10.00107187740359,5.0,3,1,3,True
D0458,6.17836285775166,3.0393022971679304,6.0,4,1,4,True
D0459,-1.1341473361276555,-0.949656341099496,3.0,0,0,0,False
D0460,9.709391481944955,9.796313464187175,6.0,3,1,3,True
D0461,-1.205860518218438,-0.7881264258486611,8.0,0,0,0,False
D0462,9.311326657181144,11.965939273660714,4.0,3,2,3,True
D0463,1.4413935581977173,9.67060046585228,2.0,2,2,2,False
D0464,-0.2908666322454391,-0.9193631977506354,4.0,0,0,0,False
D0465,3.4734956694197865,4.90649585087318,2.0,4,0,4,True
D0466,-0.7982815865952206,-0.0678804253296078,4.0,0,0,0,False
D0467,-1.280164679234782,9.390420433351794,7.0,2,2,2,False
D0468,0.1189016762422646,0.2929676782271499,2.0,0,0,0,False
D0469,5.333977566993612,3.94360881267437,8.0,4,1,4,True
D0470,10.68374858410845,9.35983064271852,3.0,3,1,3,True
D0471,5.506286331685845,4.9914890587054455,9.0,4,1,4,True
D0472,-1.1011099992623583,9.74704183633505,8.0,2,2,2,False
D0473,0.2922909936510141,10.49037230437968,3.0,2,2,2,False
D0474,9.887209682044466,11.225423112480842,6.0,3,2,3,True
D0475,10.806008616789248,9.794676706880198,2.0,3,1,3,True
D0476,5.600097449709556,6.547034788150549,1.0,4,2,4,True
D0477,1.5683876806264216,-0.982399904657998,10.0,0,0,0,False
D0478,9.25877351107428,11.18793502938708,9.0,3,2,3,True
D0479,-0.8466248406701098,-1.0580329066333432,2.0,0,0,0,False
D0480,9.611044695440762,0.3361813675796686,3.0,1,1,1,False
D0481,4.918082634711123,4.479549103675526,2.0,4,0,4,True
D0482,9.460630030620392,-0.569869651530167,4.0,1,1,1,False
D0483,9.296392297072844,11.825306301820849,3.0,3,2,3,True
D0484,0.2380088569484439,10.70940724352379,4.0,2,2,2,False
D0485,9.60873802550486,-0.1487653417488391,6.0,1,1,1,False
D0486,9.429156814903717,-2.1213666679353618,2.0,1,1,1,False
D0487,-1.102407421478293,8.551505056015685,9.0,2,2,2,False
D0488,8.200172977638713,9.043712820561518,8.0,3,2,3,True
D0489,11.059964543505306,9.964451065836515,8.0,3,1,3,True
D0490,6.032451009856939,5.328786061520701,2.0,4,1,4,True
D0491,5.626047060572128,4.27928240375634,8.0,4,1,4,True
D0492,10.419160763354135,10.582971387259477,9.0,3,1,3,True
D0493,9.538682166213048,10.447632296492934,2.0,3,2,3,True
D0494,10.452950206859866,-0.4396420969040663,8.0,1,1,1,False
D0495,-0.8982147458167961,9.05269733448138,4.0,2,2,2,False
D0496,0.0692044335371694,0.2616078950314519,8.0,0,0,0,False
D0497,9.365979335633668,0.0212682730608789,5.0,1,1,1,False
D0498,5.456429628910788,5.494552571732241,9.0,4,1,4,True
D0499,1.2415040960979908,11.021584665758434,2.0,2,2,2,False
